title,issue,issue_normalized,link,download_links,release_converted,group,origin,language,source
Game On,Game On 89 06 (1989)( )(de)(Side A),Game On 6-89,https://archive.org/details/Game_On_89-06_1989_-_de_Side_A,,,,,English; German,Internet Archive
Game On,Game On 89 06 (1989)( )(de)(Side B),Game On 6-89,https://archive.org/details/Game_On_89-06_1989_-_de_Side_B,,,,,English; German,Internet Archive
Game On,Game On 87 07 (1987)( )(de)(Side B),Game On 7-87,https://archive.org/details/Game_On_87-07_1987_-_de_Side_B,,,,,English; German,Internet Archive
Game On,Game On 87 07 (1987)( )(de)(Side A),Game On 7-87,https://archive.org/details/Game_On_87-07_1987_-_de_Side_A,,,,,English; German,Internet Archive
Game On,Game On 89 07 (1989)( )(de)(Side A),Game On 7-89,https://archive.org/details/Game_On_89-07_1989_-_de_Side_A,,,,,English; German,Internet Archive
Game On,Game On 89 07 (1989)( )(de)(Side B),Game On 7-89,https://archive.org/details/Game_On_89-07_1989_-_de_Side_B,,,,,English; German,Internet Archive
Game On,Game On 89 08 (1989)( )(de)(Side A),Game On 8-89,https://archive.org/details/Game_On_89-08_1989_-_de_Side_A,,,,,English; German,Internet Archive
Game On,Game On 89 08 (1989)( )(de)(Side B),Game On 8-89,https://archive.org/details/Game_On_89-08_1989_-_de_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 10 (1997)(CSW)(Side B),Go64! 10-97,https://archive.org/details/Go64_1997-10_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 10 (1997)(CSW)(Side A),Go64! 10-97,https://archive.org/details/Go64_1997-10_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 11 (1997)(CSW)(Side B),Go64! 11-97,https://archive.org/details/Go64_1997-11_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 11 (1997)(CSW)(Side A),Go64! 11-97,https://archive.org/details/Go64_1997-11_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 12 (1997)(CSW)(Side B),Go64! 12-97,https://archive.org/details/Go64_1997-12_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 12 (1997)(CSW)(Side A),Go64! 12-97,https://archive.org/details/Go64_1997-12_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 03 (1997)(CSW)(Side A),Go64! 3-97,https://archive.org/details/Go64_1997-03_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 03 (1997)(CSW)(Side B),Go64! 3-97,https://archive.org/details/Go64_1997-03_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 04 (1997)(CSW)(Side A),Go64! 4-97,https://archive.org/details/Go64_1997-04_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 04 (1997)(CSW)(Side B),Go64! 4-97,https://archive.org/details/Go64_1997-04_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 04 (1997)(CSW)(de)(Side A),Go64! 4-97,https://archive.org/details/Go64_1997-04_1997_CSW_de_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 05 (1997)(CSW)(Side B),Go64! 5-97,https://archive.org/details/Go64_1997-05_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 05 (1997)(CSW)(Side A),Go64! 5-97,https://archive.org/details/Go64_1997-05_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 06 (1997)(CSW)(Side B),Go64! 6-97,https://archive.org/details/Go64_1997-06_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 06 (1997)(CSW)(Side A),Go64! 6-97,https://archive.org/details/Go64_1997-06_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 07 (1997)(CSW)(Side B),Go64! 7-97,https://archive.org/details/Go64_1997-07_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 07 (1997)(CSW)(Side A),Go64! 7-97,https://archive.org/details/Go64_1997-07_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 08 (1997)(CSW)(Side A),Go64! 8-97,https://archive.org/details/Go64_1997-08_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 08 (1997)(CSW)(Side B),Go64! 8-97,https://archive.org/details/Go64_1997-08_1997_CSW_Side_B,,,,,English; German,Internet Archive
Go64!,Go64! 1997 09 (1997)(CSW)(Side A),Go64! 9-97,https://archive.org/details/Go64_1997-09_1997_CSW_Side_A,,,,,English; German,Internet Archive
Go64!,Go64! 1997 09 (1997)(CSW)(Side B),Go64! 9-97,https://archive.org/details/Go64_1997-09_1997_CSW_Side_B,,,,,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 10 (1990)( )(de),Golden Disk 64 10-90,https://archive.org/details/Golden_Disk_90-10_1990_-_de,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 11 (1990)( )(de)(Side A),Golden Disk 64 11-90,https://archive.org/details/Golden_Disk_90-11_1990_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 88 02 (1988)( )(de)(Side B),Golden Disk 64 2-88,https://archive.org/details/Golden_Disk_88-02_1988_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 88 02 (1988)( )(de)(Side A),Golden Disk 64 2-88,https://archive.org/details/Golden_Disk_88-02_1988_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 88 03 (1988)( )(de)(Side B),Golden Disk 64 3-88,https://archive.org/details/Golden_Disk_88-03_1988_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 88 03 (1988)( )(de)(Side A),Golden Disk 64 3-88,https://archive.org/details/Golden_Disk_88-03_1988_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 04 (1989)( )(de)(Side A),Golden Disk 64 4-89,https://archive.org/details/Golden_Disk_89-04_1989_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 04 (1989)( )(de)(Side B),Golden Disk 64 4-89,https://archive.org/details/Golden_Disk_89-04_1989_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 05 (1989)( )(de)(Side C),Golden Disk 64 5-89,https://archive.org/details/Golden_Disk_89-05_1989_-_de_Side_C,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 05 (1989)( )(de)(Side A),Golden Disk 64 5-89,https://archive.org/details/Golden_Disk_89-05_1989_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 05 (1989)( )(de)(Side B),Golden Disk 64 5-89,https://archive.org/details/Golden_Disk_89-05_1989_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 06 (1989)( )(de)(Side A),Golden Disk 64 6-89,https://archive.org/details/Golden_Disk_89-06_1989_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 89 06 (1989)( )(de)(Side B),Golden Disk 64 6-89,https://archive.org/details/Golden_Disk_89-06_1989_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 07 (1990)( )(de)(Side A),Golden Disk 64 7-90,https://archive.org/details/Golden_Disk_90-07_1990_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 07 (1990)( )(de)(Side B),Golden Disk 64 7-90,https://archive.org/details/Golden_Disk_90-07_1990_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 08 (1990)( )(de)(Side A),Golden Disk 64 8-90,https://archive.org/details/Golden_Disk_90-08_1990_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 08 (1990)( )(de)(Side B),Golden Disk 64 8-90,https://archive.org/details/Golden_Disk_90-08_1990_-_de_Side_B,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 09 (1990)( )(de),Golden Disk 64 9-90,https://archive.org/details/Golden_Disk_90-09_1990_-_de,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 09 (1990)( )(de)(Side A),Golden Disk 64 9-90,https://archive.org/details/Golden_Disk_90-09_1990_-_de_Side_A,,,,Germany,English; German,Internet Archive
Golden Disk 64,Golden Disk 90 09 (1990)( )(de)(Side B),Golden Disk 64 9-90,https://archive.org/details/Golden_Disk_90-09_1990_-_de_Side_B,,,,Germany,English; German,Internet Archive
Helpline,Helpline #001 (german),Helpline No.1,https://csdb.dk//release/?id=199074,http://csdb.dk/getinternalfile.php/207702/Helpline_001.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #010 (german),Helpline No.10,https://csdb.dk//release/?id=199089,http://csdb.dk/getinternalfile.php/207718/Helpline_010.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #011 (german),Helpline No.11,https://csdb.dk//release/?id=199090,http://csdb.dk/getinternalfile.php/207719/Helpline_011.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #012 (german),Helpline No.12,https://csdb.dk//release/?id=199091,http://csdb.dk/getinternalfile.php/207720/Helpline_012.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #013 (german),Helpline No.13,https://csdb.dk//release/?id=199092,http://csdb.dk/getinternalfile.php/207721/Helpline_013.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #014 (german),Helpline No.14,https://csdb.dk//release/?id=199093,http://csdb.dk/getinternalfile.php/207722/Helpline_014.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #015 (german),Helpline No.15,https://csdb.dk//release/?id=199094,http://csdb.dk/getinternalfile.php/207723/Helpline_015.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #016 (german),Helpline No.16,https://csdb.dk//release/?id=199095,http://csdb.dk/getinternalfile.php/207724/Helpline_016.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #017 (german),Helpline No.17,https://csdb.dk//release/?id=199096,http://csdb.dk/getinternalfile.php/207725/Helpline_017.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #018 (german),Helpline No.18,https://csdb.dk//release/?id=199097,http://csdb.dk/getinternalfile.php/207726/Helpline_018.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #019 (german),Helpline No.19,https://csdb.dk//release/?id=199098,http://csdb.dk/getinternalfile.php/207727/Helpline_019.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #002 (german),Helpline No.2,https://csdb.dk//release/?id=199073,http://csdb.dk/getinternalfile.php/207701/Helpline_002.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #020 (german),Helpline No.20,https://csdb.dk//release/?id=199100,http://csdb.dk/getinternalfile.php/207728/Helpline_020.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #021 (german),Helpline No.21,https://csdb.dk//release/?id=199101,http://csdb.dk/getinternalfile.php/207729/Helpline_021.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #022 (german),Helpline No.22,https://csdb.dk//release/?id=199102,http://csdb.dk/getinternalfile.php/207730/Helpline_022.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #023 (german),Helpline No.23,https://csdb.dk//release/?id=199103,http://csdb.dk/getinternalfile.php/207731/Helpline_023.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #024 (german),Helpline No.24,https://csdb.dk//release/?id=199104,http://csdb.dk/getinternalfile.php/207732/Helpline_024.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #025 (german),Helpline No.25,https://csdb.dk//release/?id=199105,http://csdb.dk/getinternalfile.php/207733/Helpline_025.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #026 (german),Helpline No.26,https://csdb.dk//release/?id=199106,http://csdb.dk/getinternalfile.php/207734/Helpline_026.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #027 (german),Helpline No.27,https://csdb.dk//release/?id=199107,http://csdb.dk/getinternalfile.php/207735/Helpline_027.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #028 (german),Helpline No.28,https://csdb.dk//release/?id=199108,http://csdb.dk/getinternalfile.php/207737/Helpline_028.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #029 (german),Helpline No.29,https://csdb.dk//release/?id=199110,http://csdb.dk/getinternalfile.php/207736/Helpline_029.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #003 (german),Helpline No.3,https://csdb.dk//release/?id=199075,http://csdb.dk/getinternalfile.php/207703/Helpline_003.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #030 (german),Helpline No.30,https://csdb.dk//release/?id=199111,http://csdb.dk/getinternalfile.php/207739/Helpline_030.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #031 (german),Helpline No.31,https://csdb.dk//release/?id=199112,http://csdb.dk/getinternalfile.php/207740/Helpline_031.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #032 (german),Helpline No.32,https://csdb.dk//release/?id=199113,http://csdb.dk/getinternalfile.php/207741/Helpline_032.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #033 (german),Helpline No.33,https://csdb.dk//release/?id=199114,http://csdb.dk/getinternalfile.php/207742/Helpline_033.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #034 (german),Helpline No.34,https://csdb.dk//release/?id=199115,http://csdb.dk/getinternalfile.php/207743/Helpline_034.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #035 (german),Helpline No.35,https://csdb.dk//release/?id=199116,http://csdb.dk/getinternalfile.php/207744/Helpline_035.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #036 (german),Helpline No.36,https://csdb.dk//release/?id=199117,http://csdb.dk/getinternalfile.php/207745/Helpline_036.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #037 (german),Helpline No.37,https://csdb.dk//release/?id=199308,http://csdb.dk/getinternalfile.php/207947/Helpline_037-Terragon_Software.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #038 (german),Helpline No.38,https://csdb.dk//release/?id=199296,http://csdb.dk/getinternalfile.php/207948/38.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #039 (german),Helpline No.39,https://csdb.dk//release/?id=199298,http://csdb.dk/getinternalfile.php/207949/39.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #004 (german),Helpline No.4,https://csdb.dk//release/?id=199076,http://csdb.dk/getinternalfile.php/207704/Helpline_004.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #040 (german),Helpline No.40,https://csdb.dk//release/?id=199299,http://csdb.dk/getinternalfile.php/207950/40.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #041 (german),Helpline No.41,https://csdb.dk//release/?id=199300,http://csdb.dk/getinternalfile.php/207951/41.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #042 (german),Helpline No.42,https://csdb.dk//release/?id=199301,http://csdb.dk/getinternalfile.php/207952/42.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #043 (german),Helpline No.43,https://csdb.dk//release/?id=199302,http://csdb.dk/getinternalfile.php/207953/43.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #044 (german),Helpline No.44,https://csdb.dk//release/?id=199303,http://csdb.dk/getinternalfile.php/207954/44.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #045 (german),Helpline No.45,https://csdb.dk//release/?id=199304,http://csdb.dk/getinternalfile.php/207955/45.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #046 (german),Helpline No.46,https://csdb.dk//release/?id=199305,http://csdb.dk/getinternalfile.php/207956/46.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #047 (german),Helpline No.47,https://csdb.dk//release/?id=199306,http://csdb.dk/getinternalfile.php/207957/47.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #048 (german),Helpline No.48,https://csdb.dk//release/?id=199307,http://csdb.dk/getinternalfile.php/207958/48.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #049 (german),Helpline No.49,https://csdb.dk//release/?id=199297,http://csdb.dk/getinternalfile.php/207959/49.d64,01.01.1992,Terragon Software,,German,CSDB
Helpline,Helpline #005 (german),Helpline No.5,https://csdb.dk//release/?id=199077,http://csdb.dk/getinternalfile.php/207705/Helpline_005.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #006 (german),Helpline No.6,https://csdb.dk//release/?id=199078,http://csdb.dk/getinternalfile.php/207706/Helpline_006.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #007 (german),Helpline No.7,https://csdb.dk//release/?id=199086,http://csdb.dk/getinternalfile.php/207715/Helpline_007.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #008 (german),Helpline No.8,https://csdb.dk//release/?id=199087,http://csdb.dk/getinternalfile.php/207716/Helpline_008.d64,01.01.1991,Terragon Software,,German,CSDB
Helpline,Helpline #009 (german),Helpline No.9,https://csdb.dk//release/?id=199088,http://csdb.dk/getinternalfile.php/207717/Helpline_009.d64,01.01.1991,Terragon Software,,German,CSDB
Input 64,Input 64 85 01 (1985)(Verlag Heinz Weise)(de),Input 64 1-85,https://archive.org/details/Input_64_85-01_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 #01/88,Input 64 1-88,https://csdb.dk//release/?id=164191,http://csdb.dk/getinternalfile.php/166887/Input-64-Issue-1-1988-TMS.d64,01.01.1988,The Mystic Shadows,,English; German,CSDB
Input 64,Input 64 85 10 (1985)(Verlag Heinz Weise)(de),Input 64 10-85,https://archive.org/details/Input_64_85-10_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 02 (1985)(Verlag Heinz Weise)(de),Input 64 2-85,https://archive.org/details/Input_64_85-02_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 03 (1985)(Verlag Heinz Weise)(de),Input 64 3-85,https://archive.org/details/Input_64_85-03_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 04 (1985)(Verlag Heinz Weise)(de),Input 64 4-85,https://archive.org/details/Input_64_85-04_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 05 (1985)(Verlag Heinz Weise)(de),Input 64 5-85,https://archive.org/details/Input_64_85-05_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 06 (1985)(Verlag Heinz Weise)(de),Input 64 6-85,https://archive.org/details/Input_64_85-06_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 07 (1985)(Verlag Heinz Weise)(de),Input 64 7-85,https://archive.org/details/Input_64_85-07_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 08 (1985)(Verlag Heinz Weise)(de),Input 64 8-85,https://archive.org/details/Input_64_85-08_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Input 64,Input 64 85 09 (1985)(Verlag Heinz Weise)(de),Input 64 9-85,https://archive.org/details/Input_64_85-09_1985_Verlag_Heinz_Weise_de,,,,,English; German,Internet Archive
Killer-Drive 64,Killer-Drive 64 #10 (german),Killer-Drive 64 No.10,https://csdb.dk//release/?id=203622,http://csdb.dk/getinternalfile.php/212811/Killerdrive10.D64,15.02.2000,Civitas,,German,CSDB
Killer-Drive 64,Killer-Drive 64 #2 (german),Killer-Drive 64 No.2,https://csdb.dk//release/?id=203678,http://csdb.dk/getinternalfile.php/212879/killerdrive02.d64,01.03.1998,,,German,CSDB
Killer-Drive 64,Killer-Drive 64 #5 (german),Killer-Drive 64 No.5,https://csdb.dk//release/?id=203621,http://csdb.dk/getinternalfile.php/212810/killerdrive5.d64,01.01.1998,,,German,CSDB
Killer-Drive 64,Killer-Drive 64 #7 (german),Killer-Drive 64 No.7,https://csdb.dk//release/?id=5810,"http://csdb.dk/getinternalfile.php/24918/killerdrive07.zip, http://csdb.dk/getinternalfile.php/86448/killerdrive07d64.zip",26.10.1998,Lagune,,German,CSDB
Killer-Drive 64,Killer-Drive #7,Killer-Drive 64 No.7,https://www.pouet.net/prod.php?which=36939,http://csdb.dk/getinternalfile.php/86448/killerdrive07d64.zip,01.09.1998,Lagune,,German,Pouet
Killer-Drive 64,Killer-Drive 64 #8 (german),Killer-Drive 64 No.8,https://csdb.dk//release/?id=203623,http://csdb.dk/getinternalfile.php/212812/Killerdrive8.zip,01.01.1998,,,German,CSDB
Killer-Drive 64,Killer-Drive 64 #9 (german),Killer-Drive 64 No.9,https://csdb.dk//release/?id=89467,http://csdb.dk/getinternalfile.php/86449/killerdrive9.zip,22.02.1999,Lagune,,German,CSDB
Lotek64,Lotek64 #01,Lotek64 No.1,https://www.pouet.net/prod.php?which=38771,http://csdb.dk/getinternalfile.php/47920/Lotek64_01.pdf.rar,01.01.2002,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #11,Lotek64 No.11,https://www.pouet.net/prod.php?which=38762,http://csdb.dk/getinternalfile.php/47923/Lotek64_11.pdf.rar,01.01.2004,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #12,Lotek64 No.12,https://www.pouet.net/prod.php?which=38761,http://lotek64.com/hp/fileretriever.php?extended=0&issue=12,01.01.2004,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #13,Lotek64 No.13,https://www.pouet.net/prod.php?which=38760,http://csdb.dk/getinternalfile.php/180639/Lotek64_13.pdf,01.01.2005,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #14,Lotek64 No.14,https://www.pouet.net/prod.php?which=38759,http://csdb.dk/getinternalfile.php/180640/Lotek64_14.pdf,01.01.2005,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #15,Lotek64 No.15,https://www.pouet.net/prod.php?which=38758,http://csdb.dk/getinternalfile.php/180641/Lotek64_15.pdf,01.01.2005,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #16,Lotek64 No.16,https://www.pouet.net/prod.php?which=38757,http://lotek64.com/hp/fileretriever.php?extended=0&issue=16,01.01.2005,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #17,Lotek64 No.17,https://www.pouet.net/prod.php?which=38756,http://lotek64.com/hp/fileretriever.php?extended=0&issue=17,01.01.2006,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #18,Lotek64 No.18,https://www.pouet.net/prod.php?which=38755,https://files.scene.org/view/mirrors/padua/Magazines/mags.c64.org/mags/L/lotek64-18.zip,01.01.2006,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #19,Lotek64 No.19,https://www.pouet.net/prod.php?which=38754,http://csdb.dk/getinternalfile.php/161316/Lotek64_19.pdf,01.01.2006,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #02,Lotek64 No.2,https://www.pouet.net/prod.php?which=38770,http://csdb.dk/getinternalfile.php/47921/Lotek64_02.pdf.rar,01.01.2002,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #20,Lotek64 No.20,https://www.pouet.net/prod.php?which=38753,http://lotek64.com/hp/fileretriever.php?extended=0&issue=20,01.01.2007,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #21/22,Lotek64 No.21-No.22,https://www.pouet.net/prod.php?which=38752,http://lotek64.com/hp/fileretriever.php?extended=0&issue=21,01.01.2007,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #23,Lotek64 No.23,https://www.pouet.net/prod.php?which=38751,http://csdb.dk/getinternalfile.php/180648/Lotek64_23.pdf,01.01.2007,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #04,Lotek64 No.4,https://www.pouet.net/prod.php?which=38768,http://csdb.dk/getinternalfile.php/47922/Lotek64_04.pdf.rar,01.01.2002,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #05,Lotek64 No.5,https://www.pouet.net/prod.php?which=38767,http://lotek64.com/hp/fileretriever.php?extended=0&issue=05,01.01.2003,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #06,Lotek64 No.6,https://www.pouet.net/prod.php?which=38766,http://lotek64.com/hp/fileretriever.php?extended=0&issue=06,01.01.2003,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #07,Lotek64 No.7,https://www.pouet.net/prod.php?which=38765,http://lotek64.com/hp/fileretriever.php?extended=0&issue=07,01.01.2003,Lotek64 magazine staff,,German,Pouet
Lotek64,Lotek64 #09,Lotek64 No.9,https://www.pouet.net/prod.php?which=38764,http://lotek64.com/hp/fileretriever.php?extended=0&issue=09,01.01.2004,Lotek64 magazine staff,,German,Pouet
Magic Code,Magic Code #01 (german),Magic Code No.1,https://csdb.dk//release/?id=208768,http://csdb.dk/getinternalfile.php/218605/MagicCode01-ApolloDesigns.D64,01.09.1999,Apollo Designs,,German,CSDB
Magic Disk 64,Magic Disk 64 88 01 (1988)( )(de)(Side B),Magic Disk 64 1-88,https://archive.org/details/Magic_Disk_64_88-01_1988_-_de_Side_B,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 01 (1988)( )(de)(Side A),Magic Disk 64 1-88,https://archive.org/details/Magic_Disk_64_88-01_1988_-_de_Side_A,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 87 11 (1987)( )(de)(Side B),Magic Disk 64 11-87,https://archive.org/details/Magic_Disk_64_87-11_1987_-_de_Side_B,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 87 11 (1987)( )(de)(Side A),Magic Disk 64 11-87,https://archive.org/details/Magic_Disk_64_87-11_1987_-_de_Side_A,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 87 12 (1987)( )(de)(Side A),Magic Disk 64 12-87,https://archive.org/details/Magic_Disk_64_87-12_1987_-_de_Side_A,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 87 12 (1987)( )(de)(Side B),Magic Disk 64 12-87,https://archive.org/details/Magic_Disk_64_87-12_1987_-_de_Side_B,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 02 (1988)( )(de)(Side A),Magic Disk 64 2-88,https://archive.org/details/Magic_Disk_64_88-02_1988_-_de_Side_A,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 02 (1988)( )(de)(Side B),Magic Disk 64 2-88,https://archive.org/details/Magic_Disk_64_88-02_1988_-_de_Side_B,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 03 (1988)( )(de)(Side A),Magic Disk 64 3-88,https://archive.org/details/Magic_Disk_64_88-03_1988_-_de_Side_A,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 03 (1988)( )(de)(Side B),Magic Disk 64 3-88,https://archive.org/details/Magic_Disk_64_88-03_1988_-_de_Side_B,,,,Germany,German,Internet Archive
Magic Disk 64,Magic Disk 64 88 04 (1988)( )(de)(Side A),Magic Disk 64 4-88,https://archive.org/details/Magic_Disk_64_88-04_1988_-_de_Side_A,,,,Germany,German,Internet Archive
